id,q1,q2,q3,q4,q10a,q10b,q10c,q10d,q10e,q10f,q10g,Q11,Q12,Q13,Q14,Q15,Q16,Q17,PC_1,PC_2,PC_3
575,1,6,5,6,5,2,2,2,2,5,2,10,8,75,1,1,2,2,0.01592574112,0.9331118568,-0.6790997363
571,1,6,2,6,4,1,1,3,2,4,1,0,5,90,1,2,2,2,-0.4529140893,0.7638488646,-1.340411856
572,1,6,2,6,2,4,1,2,2,3,1,0,4,85,1,1,1,2,-1.087678408,0.5838099582,-0.4561053121
1575,1,6,2,7,2,1,3,3,2,4,2,30,8,40,9,2,1,2,-0.1849962438,-0.9560974837,-0.140039264
501,1,6,3,8,1,3,2,2,1,4,1,6,5,5,1,2,2,2,-1.291971741,-0.08579005791,-0.3542425043
502,1,6,5,8,1,1,2,2,1,5,1,1,3,20,4,2,2,2,-1.113241369,-0.3186341903,-1.142249282
361,1,6,4,5,3,3,2,4,5,5,1,0,10,99,1,1,2,2,0.8716831366,1.303384235,-0.2807796413
363,1,6,7,8,1,1,1,5,2,5,2,0,3,2,11,1,1,2,0.1071592145,-0.05286106026,-0.9637237157
364,1,6,2,9,2,9,3,4,4,5,5,0,10,70,6,2,1,2,1.582972159,1.633997414,2.53242207
1133,1,6,4,9,1,2,2,2,1,1,1,2,8,90,4,2,1,2,-1.849266611,-0.7471669969,-0.5778168514
1132,1,6,1,5,3,4,4,5,1,2,2,12,8,0,1,2,2,2,-0.5466223353,0.3286498708,1.795116067
1702,1,6,3,9,3,1,1,1,4,3,3,0,4,0,1,2,1,2,0.1647122249,-0.2649589833,-1.645807501
214,1,6,5,9,3,2,4,2,1,5,1,0,3,0,1,2,1,2,-0.9233938483,0.469258868,0.1517694986
113,1,2,#NULL!,9,3,3,2,3,3,4,3,0,4,0,1,2,1,2,0.3718714744,0.5170784149,-0.1078197509
114,1,5,#NULL!,8,3,4,1,2,3,2,2,0,4,10,1,2,1,2,-0.5254603833,0.5883440894,-0.3409052455
351,1,6,5,9,5,5,4,4,4,4,1,0,7,0,5,2,1,2,0.4950453521,2.086562489,1.537439501
354,1,5,#NULL!,9,5,3,2,2,4,4,2,0,3,0,3,2,1,2,0.4123302901,1.297279146,-0.3591445707
951,1,5,5,6,3,4,2,2,1,1,1,7,3,15,1,2,2,2,-1.685903626,0.2692907478,0.3001969587
804,1,5,5,9,1,1,3,5,2,1,5,0,3,0,1,2,2,2,0.2675927518,-1.482971292,0.4275991358
1533,1,6,3,9,2,1,1,2,3,2,3,0,9,80,1,1,1,2,-0.2420142833,-0.6663144014,-1.431178853
1562,1,6,5,9,2,3,3,4,4,4,4,5,3,50,1,1,1,2,1.12891663,-0.07023637155,0.627937583
1382,1,6,7,6,3,3,2,4,4,4,2,10,7,50,6,1,1,2,0.6680248606,0.631107711,0.0524942473
1383,1,2,#NULL!,6,4,2,2,3,2,1,2,2,2,0,5,2,2,2,-0.7455539592,0.1537976628,-0.1814922981
1045,1,2,#NULL!,9,5,3,3,4,3,3,2,0,5,0,1,2,1,2,0.2774936299,1.230470499,0.5937787897
53,1,3,#NULL!,9,4,5,4,1,1,1,1,0,2,0,1,1,1,2,-1.825730449,0.7590352941,1.318294623
54,1,6,5,9,3,5,1,4,2,2,1,0,3,0,1,2,1,2,-0.8143558404,1.199605257,0.4201761802
55,1,4,#NULL!,4,3,4,3,2,3,2,1,2,3,0,1,2,1,2,-0.8299019701,0.5653235142,0.5499294883
1354,1,6,1,8,4,4,1,5,1,3,1,3,4,5,1,2,1,3,-0.63712325,1.450242394,0.2837278437
913,1,6,2,8,3,2,5,4,4,4,3,25,7,30,1,2,1,3,1.062184491,-0.4185944043,1.296476502
695,1,3,#NULL!,8,3,4,2,2,1,2,2,3,1,0,1,2,2,3,-1.220055936,0.3355289641,0.2810696676
45,1,2,#NULL!,8,1,1,2,5,5,5,5,1,5,0,1,2,2,3,2.08279861,-0.596328638,-0.4671430237
575,1,6,5,8,4,4,2,2,4,5,2,0,8,95,1,2,2,3,0.5276236045,1.437120612,-0.1912042592
313,1,5,2,8,4,4,2,3,2,1,2,0,2,2,1,1,2,3,-0.7805967609,0.7168839157,0.493757337
742,1,6,2,8,3,3,2,2,1,2,1,0,3,0,9,1,2,3,-1.513725815,0.358115235,-0.1952888382
23,1,6,3,8,2,1,1,5,2,5,4,0,5,1,3,2,2,3,0.8418012469,-0.08697946428,-0.8535148719
604,1,2,#NULL!,8,4,4,2,4,2,3,2,0,3,0,9,2,2,3,-0.1978170425,1.179989055,0.5389720114
721,1,6,2,9,2,3,2,4,1,1,1,35,6,90,5,2,1,3,-1.239293431,-0.7693858104,0.5930103753
653,1,6,7,9,2,5,4,1,1,4,3,30,8,30,1,1,1,3,-0.6534471987,-0.4455414646,1.395715571
985,1,6,5,6,1,2,2,3,5,5,5,35,8,60,1,2,2,3,1.867488086,-1.355215777,-0.2264990069
106,1,6,3,9,5,4,4,2,4,4,4,20,4,0,5,2,1,3,1.118736619,0.535483162,1.221851385
1053,1,5,#NULL!,9,2,2,2,3,3,2,4,0,2,0,11,2,2,3,0.1915617334,-0.6286168654,-0.2349980632
1703,1,3,#NULL!,8,3,1,3,3,1,3,1,0,3,0,5,2,2,3,-1.103463696,0.04536035125,-0.2992792255
1704,1,6,2,9,1,1,5,1,2,1,1,8,3,0,2,2,1,3,-1.692502891,-1.491985497,0.3460546311
952,1,6,2,9,4,1,2,5,2,4,4,20,7,50,1,1,2,3,0.9644749236,-0.1495355873,-0.1034611947
553,1,6,6,9,3,2,1,4,5,3,1,0,6,0,1,1,1,4,0.4688151076,0.7430849694,-0.8712106133
1695,1,2,#NULL!,8,5,2,2,2,1,9,1,0,2,0,11,2,2,4,0.03818901261,1.982620994,-0.9946990766
1335,1,3,#NULL!,9,5,3,3,4,1,4,1,0,2,0,5,2,2,4,-0.5487588142,1.495377646,0.5920969491
353,1,3,#NULL!,9,5,5,2,2,2,2,1,0,1,0,9,2,2,4,-1.006975455,1.558895613,0.5372597226
1535,1,3,#NULL!,9,3,2,1,2,3,3,2,0,3,0,1,2,1,4,-0.3157855312,0.2413465458,-1.093088599
